Test MSE,Train loss,Valid MSE,epoch,step
,,296689.34375,0,0
,,285011.625,1,1
,,266990.21875,2,2
,,241945.3125,3,3
,,209834.328125,4,4
,,171345.8125,5,5
,,128165.5390625,6,6
,,83432.4765625,7,7
,,42331.8515625,8,8
,,12665.4462890625,9,9
,,4285.919921875,10,10
,,22440.130859375,11,11
,,50940.1796875,12,12
,,63329.04296875,13,13
,,55401.9609375,14,14
,,37245.9765625,15,15
,,19318.115234375,16,16
,,7678.3623046875,17,17
,,3731.386474609375,18,18
,,5765.7451171875,19,19
,,10895.330078125,20,20
,,16479.353515625,21,21
,,20734.4375,22,22
,,22770.203125,23,23
,,22397.4765625,24,24
,,19923.673828125,25,25
,,15998.96484375,26,26
,,11496.1005859375,27,27
,,7381.06494140625,28,28
,,4535.23583984375,29,29
,,3521.623779296875,30,30
,,4352.7109375,31,31
,,6397.14111328125,32,32
,,8574.8779296875,33,33
,,9834.974609375,34,34
,,9655.6123046875,35,35
,,8233.1064453125,36,36
,,6264.96533203125,37,37
,,4528.91943359375,38,38
,,3535.29150390625,39,39
,,3396.851806640625,40,40
,,3899.01318359375,41,41
,,4667.74169921875,42,42
,,5335.810546875,43,43
,,5653.681640625,44,44
,,5534.7998046875,45,45
,,5047.41943359375,46,46
,,4369.62353515625,47,47
,,3722.20458984375,48,48
,3722.204833984375,,49,49
,,3294.031494140625,49,49
,,3178.46728515625,50,50
,,3342.945068359375,51,51
,,3648.318115234375,52,52
,,3914.8544921875,53,53
,,4005.33447265625,54,54
,,3882.2783203125,55,55
,,3610.5693359375,56,56
,,3310.361328125,57,57
,,3092.5107421875,58,58
,,3011.77880859375,59,59
,,3055.45458984375,60,60
,,3163.280029296875,61,61
,,3261.992919921875,62,62
,,3297.017822265625,63,63
,,3250.196533203125,64,64
,,3140.3798828125,65,65
,,3009.947265625,66,66
,,2904.123779296875,67,67
,,2851.582275390625,68,68
,,2854.02783203125,69,69
,,2888.6533203125,70,70
,,2921.681640625,71,71
,,2925.7314453125,72,72
,,2891.99365234375,73,73
,,2831.55126953125,74,74
,,2766.620361328125,75,75
,,2717.815185546875,76,76
,,2694.53125,77,77
,,2692.613037109375,78,78
,,2698.869873046875,79,79
,,2698.934814453125,80,80
,,2684.14501953125,81,81
,,2654.549560546875,82,82
,,2617.388671875,83,83
,,2582.4873046875,84,84
,,2557.1103515625,85,85
,,2542.79345703125,86,86
,,2535.43212890625,87,87
,,2528.199462890625,88,88
,,2515.455810546875,89,89
,,2495.46630859375,90,90
,,2470.654052734375,91,91
,,2445.6171875,92,92
,,2424.33544921875,93,93
,,2408.20654296875,94,94
,,2395.7724609375,95,95
,,2383.997802734375,96,96
,,2370.12548828125,97,97
,,2353.058349609375,98,98
,2353.058349609375,,99,99
,,2333.647216796875,99,99
,,2313.9072265625,100,100
,,2295.747314453125,101,101
,,2279.9638671875,102,102
,,2265.997314453125,103,103
,,2252.444580078125,104,104
,,2237.98583984375,105,105
,,2222.0908203125,106,106
,,2205.189453125,107,107
,,2188.258056640625,108,108
,,2172.1748046875,109,109
,,2157.246826171875,110,110
,,2143.126708984375,111,111
,,2129.137939453125,112,112
,,2114.705322265625,113,113
,,2099.6650390625,114,114
,,2084.291748046875,115,115
,,2069.058349609375,116,116
,,2054.3330078125,117,117
,,2040.181640625,118,118
,,2026.38134765625,119,119
,,2012.60009765625,120,120
,,1998.614501953125,121,121
,,1984.4193115234375,122,122
,,1970.202392578125,123,123
,,1956.1845703125,124,124
,,1942.4937744140625,125,125
,,1929.09765625,126,126
,,1915.849853515625,127,127
,,1902.6082763671875,128,128
,,1889.3076171875,129,129
,,1875.994873046875,130,130
,,1862.78173828125,131,131
,,1849.7578125,132,132
,,1836.94384765625,133,133
,,1824.29296875,134,134
,,1811.7271728515625,135,135
,,1799.19482421875,136,136
,,1786.6982421875,137,137
,,1774.2843017578125,138,138
,,1762.006103515625,139,139
,,1749.8880615234375,140,140
,,1737.912841796875,141,141
,,1726.0455322265625,142,142
,,1714.2548828125,143,143
,,1702.5345458984375,144,144
,,1690.9024658203125,145,145
,,1679.3857421875,146,146
,,1667.99951171875,147,147
,,1656.744140625,148,148
,1656.7440185546875,,149,149
,,1645.6011962890625,149,149
,,1634.5531005859375,150,150
,,1623.596435546875,151,151
,,1612.7373046875,152,152
,,1601.98876953125,153,153
,,1591.3607177734375,154,154
,,1580.851318359375,155,155
,,1570.455322265625,156,156
,,1560.161376953125,157,157
,,1549.9674072265625,158,158
,,1539.8778076171875,159,159
,,1529.893798828125,160,160
,,1520.027099609375,161,161
,,1510.2747802734375,162,162
,,1500.630859375,163,163
,,1491.0924072265625,164,164
,,1481.6595458984375,165,165
,,1472.3321533203125,166,166
,,1463.114501953125,167,167
,,1454.0062255859375,168,168
,,1445.010498046875,169,169
,,1436.1207275390625,170,170
,,1427.33740234375,171,171
,,1418.6595458984375,172,172
,,1410.0867919921875,173,173
,,1401.62109375,174,174
,,1393.2618408203125,175,175
,,1385.0111083984375,176,176
,,1376.865478515625,177,177
,,1368.8243408203125,178,178
,,1360.8870849609375,179,179
,,1353.0537109375,180,180
,,1345.3238525390625,181,181
,,1337.69921875,182,182
,,1330.1781005859375,183,183
,,1322.7584228515625,184,184
,,1315.4398193359375,185,185
,,1308.2227783203125,186,186
,,1301.105224609375,187,187
,,1294.088134765625,188,188
,,1287.171142578125,189,189
,,1280.3536376953125,190,190
,,1273.6334228515625,191,191
,,1267.01025390625,192,192
,,1260.483154296875,193,193
,,1254.0535888671875,194,194
,,1247.7174072265625,195,195
,,1241.477783203125,196,196
,,1235.330078125,197,197
,,1229.27685546875,198,198
,1229.277099609375,,199,199
,,1223.3148193359375,199,199
1223.3148193359375,,,200,200
